uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence
1070012471,We will be prepared to sell stations - which we want to be centres of activity - either to franchisees or independent companies.,2,FALSE,1070012471,We will sell BR's freight operations outright. We will also sell its parcels business.,"The Railway Inspectorate will be given full powers to ensure the highest standards of safety. ROADS. Nine out of every ten journeys, whether passenger or freight, are made by road."
1070012481,The Railway Inspectorate will be given full powers to ensure the highest standards of safety.,1,FALSE,1070012481,We will also sell its parcels business. We will be prepared to sell stations - which we want to be centres of activity - either to franchisees or independent companies.,"ROADS. Nine out of every ten journeys, whether passenger or freight, are made by road. We must therefore continue to provide an efficient road network."
1070012491,"ROADS. Nine out of every ten journeys, whether passenger or freight, are made by road.",1,FALSE,1070012491,We will be prepared to sell stations - which we want to be centres of activity - either to franchisees or independent companies. The Railway Inspectorate will be given full powers to ensure the highest standards of safety.,We must therefore continue to provide an efficient road network. In the years ahead we will concentrate particularly on the bypass programme.
1070012501,We must therefore continue to provide an efficient road network.,1,FALSE,1070012501,"The Railway Inspectorate will be given full powers to ensure the highest standards of safety. ROADS. Nine out of every ten journeys, whether passenger or freight, are made by road.","In the years ahead we will concentrate particularly on the bypass programme. As part of the Citizen's Charter, we will bring forward reforms which will enable the private sector to start filling the gaps in the motorway service area network and to introduce more variety."
1070012511,In the years ahead we will concentrate particularly on the bypass programme.,1,FALSE,1070012511,"ROADS. Nine out of every ten journeys, whether passenger or freight, are made by road. We must therefore continue to provide an efficient road network.","As part of the Citizen's Charter, we will bring forward reforms which will enable the private sector to start filling the gaps in the motorway service area network and to introduce more variety. Rather than large, intrusive stations at long intervals we should see smaller, more frequent service areas providing a much wider range of facilities."
1070012521,"As part of the Citizen's Charter, we will bring forward reforms which will enable the private sector to start filling the gaps in the motorway service area network and to introduce more variety.",2,FALSE,1070012521,We must therefore continue to provide an efficient road network. In the years ahead we will concentrate particularly on the bypass programme.,"Rather than large, intrusive stations at long intervals we should see smaller, more frequent service areas providing a much wider range of facilities. We will investigate ways of speeding up, within the Department of Transport, the procedures for building new roads."
1070012531,"Rather than large, intrusive stations at long intervals we should see smaller, more frequent service areas providing a much wider range of facilities.",1,FALSE,1070012531,"In the years ahead we will concentrate particularly on the bypass programme. As part of the Citizen's Charter, we will bring forward reforms which will enable the private sector to start filling the gaps in the motorway service area network and to introduce more variety.","We will investigate ways of speeding up, within the Department of Transport, the procedures for building new roads. We will continue our campaign to keep 'coning off' on motorways to a minimum by extending lane rental schemes, under which contractors who fall behind schedule incur financial penalties."
1070012541,"We will investigate ways of speeding up, within the Department of Transport, the procedures for building new roads.",1,FALSE,1070012541,"As part of the Citizen's Charter, we will bring forward reforms which will enable the private sector to start filling the gaps in the motorway service area network and to introduce more variety. Rather than large, intrusive stations at long intervals we should see smaller, more frequent service areas providing a much wider range of facilities.","We will continue our campaign to keep 'coning off' on motorways to a minimum by extending lane rental schemes, under which contractors who fall behind schedule incur financial penalties. Next year two-thirds of all motorway maintenance work will be carried out in this way."
1070012551,"We will continue our campaign to keep 'coning off' on motorways to a minimum by extending lane rental schemes, under which contractors who fall behind schedule incur financial penalties.",2,FALSE,1070012551,"Rather than large, intrusive stations at long intervals we should see smaller, more frequent service areas providing a much wider range of facilities. We will investigate ways of speeding up, within the Department of Transport, the procedures for building new roads.",Next year two-thirds of all motorway maintenance work will be carried out in this way. Britain has the best road safety record in the European Community.
1070012561,Next year two-thirds of all motorway maintenance work will be carried out in this way.,1,FALSE,1070012561,"We will investigate ways of speeding up, within the Department of Transport, the procedures for building new roads. We will continue our campaign to keep 'coning off' on motorways to a minimum by extending lane rental schemes, under which contractors who fall behind schedule incur financial penalties.","Britain has the best road safety record in the European Community. In spite of the vastly increased volume of traffic, fewer people are now killed on our roads than at any time since 1948."
1070012571,Britain has the best road safety record in the European Community.,1,FALSE,1070012571,"We will continue our campaign to keep 'coning off' on motorways to a minimum by extending lane rental schemes, under which contractors who fall behind schedule incur financial penalties. Next year two-thirds of all motorway maintenance work will be carried out in this way.","In spite of the vastly increased volume of traffic, fewer people are now killed on our roads than at any time since 1948. Our aim is to improve on that record still further."
1070012581,"In spite of the vastly increased volume of traffic, fewer people are now killed on our roads than at any time since 1948.",1,FALSE,1070012581,Next year two-thirds of all motorway maintenance work will be carried out in this way. Britain has the best road safety record in the European Community.,"Our aim is to improve on that record still further. In spite of the benefits they bring, cars carry an environmental cost."
1070012591,Our aim is to improve on that record still further.,1,FALSE,1070012591,"Britain has the best road safety record in the European Community. In spite of the vastly increased volume of traffic, fewer people are now killed on our roads than at any time since 1948.","In spite of the benefits they bring, cars carry an environmental cost. In Britain catalytic converters will be compulsory on all new cars from the end of 1992."
1070012601,"In spite of the benefits they bring, cars carry an environmental cost.",1,FALSE,1070012601,"In spite of the vastly increased volume of traffic, fewer people are now killed on our roads than at any time since 1948. Our aim is to improve on that record still further.","In Britain catalytic converters will be compulsory on all new cars from the end of 1992. This will eliminate virtually all harmful exhaust gases, except for the emission of CO2."
1070012611,In Britain catalytic converters will be compulsory on all new cars from the end of 1992.,1,FALSE,1070012611,"Our aim is to improve on that record still further. In spite of the benefits they bring, cars carry an environmental cost.","This will eliminate virtually all harmful exhaust gases, except for the emission of CO2. The only certain way of cutting CO2 emissions is to encourage fuel efficiency."
1070012621,"This will eliminate virtually all harmful exhaust gases, except for the emission of CO2.",1,FALSE,1070012621,"In spite of the benefits they bring, cars carry an environmental cost. In Britain catalytic converters will be compulsory on all new cars from the end of 1992.",The only certain way of cutting CO2 emissions is to encourage fuel efficiency. Action is needed at international level and we will play our full part.
1070012631,The only certain way of cutting CO2 emissions is to encourage fuel efficiency.,1,FALSE,1070012631,"In Britain catalytic converters will be compulsory on all new cars from the end of 1992. This will eliminate virtually all harmful exhaust gases, except for the emission of CO2.",Action is needed at international level and we will play our full part. Buses have an increasingly important part to play.
1070012641,Action is needed at international level and we will play our full part.,1,FALSE,1070012641,"This will eliminate virtually all harmful exhaust gases, except for the emission of CO2. The only certain way of cutting CO2 emissions is to encourage fuel efficiency.",Buses have an increasingly important part to play. The deregulation of long-distance coach services has led to a major expansion in reliable and cheap services.
1070012651,Buses have an increasingly important part to play.,1,FALSE,1070012651,The only certain way of cutting CO2 emissions is to encourage fuel efficiency. Action is needed at international level and we will play our full part.,The deregulation of long-distance coach services has led to a major expansion in reliable and cheap services. Bus deregulation outside London has increased mileage by 16 per cent.
1070012681,We now propose to take deregulation and privatisation further.,2,FALSE,1070012681,The deregulation of long-distance coach services has led to a major expansion in reliable and cheap services. Bus deregulation outside London has increased mileage by 16 per cent.,"We will improve road transport by: Investing £6,300 million in our trunk road and motorway network over the next three years, concentrating particularly on bypasses. Some 40 new ones will be opened by 1993 on trunk roads alone."
1070012691,"We will improve road transport by: Investing £6,300 million in our trunk road and motorway network over the next three years, concentrating particularly on bypasses.",2,FALSE,1070012691,Bus deregulation outside London has increased mileage by 16 per cent. We now propose to take deregulation and privatisation further.,Some 40 new ones will be opened by 1993 on trunk roads alone. Increasing penalties for those convicted of drink driving.
1070012701,Some 40 new ones will be opened by 1993 on trunk roads alone.,2,FALSE,1070012701,"We now propose to take deregulation and privatisation further. We will improve road transport by: Investing £6,300 million in our trunk road and motorway network over the next three years, concentrating particularly on bypasses.",Increasing penalties for those convicted of drink driving. Installing cameras at dangerous road junctions to film those who drive through red traffic lights.
1070012711,Increasing penalties for those convicted of drink driving.,3,FALSE,1070012711,"We will improve road transport by: Investing £6,300 million in our trunk road and motorway network over the next three years, concentrating particularly on bypasses. Some 40 new ones will be opened by 1993 on trunk roads alone.","Installing cameras at dangerous road junctions to film those who drive through red traffic lights. Encouraging local councils, assisted by a special budget we have set aside, to introduce pedestrian priority areas and cycle lanes."
1070012721,Installing cameras at dangerous road junctions to film those who drive through red traffic lights.,1,FALSE,1070012721,Some 40 new ones will be opened by 1993 on trunk roads alone. Increasing penalties for those convicted of drink driving.,"Encouraging local councils, assisted by a special budget we have set aside, to introduce pedestrian priority areas and cycle lanes. Privatising the remaining 39 local authority bus companies."
1070012741,Privatising the remaining 39 local authority bus companies.,2,FALSE,1070012741,"Installing cameras at dangerous road junctions to film those who drive through red traffic lights. Encouraging local councils, assisted by a special budget we have set aside, to introduce pedestrian priority areas and cycle lanes.","Deregulating buses in London and privatising the London Buses subsidiaries. A new London Bus Executive will be responsible for bus- stops, stands and stations and for contracting out socially necessary services."
1070012751,Deregulating buses in London and privatising the London Buses subsidiaries.,2,FALSE,1070012751,"Encouraging local councils, assisted by a special budget we have set aside, to introduce pedestrian priority areas and cycle lanes. Privatising the remaining 39 local authority bus companies.","A new London Bus Executive will be responsible for bus- stops, stands and stations and for contracting out socially necessary services. The concessionary fares scheme in London will continue."
1070012761,"A new London Bus Executive will be responsible for bus- stops, stands and stations and for contracting out socially necessary services.",1,FALSE,1070012761,Privatising the remaining 39 local authority bus companies. Deregulating buses in London and privatising the London Buses subsidiaries.,The concessionary fares scheme in London will continue. Changing the system under which motorway service areas are provided.
1070012771,The concessionary fares scheme in London will continue.,2,FALSE,1070012771,"Deregulating buses in London and privatising the London Buses subsidiaries. A new London Bus Executive will be responsible for bus- stops, stands and stations and for contracting out socially necessary services.","Changing the system under which motorway service areas are provided. Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles."
1070012781,Changing the system under which motorway service areas are provided.,2,FALSE,1070012781,"A new London Bus Executive will be responsible for bus- stops, stands and stations and for contracting out socially necessary services. The concessionary fares scheme in London will continue.","Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles. AVIATION AND SHIPPING. More competition in aviation means more choice, better services and lower fares."
1070012791,"Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles.",1,FALSE,1070012791,The concessionary fares scheme in London will continue. Changing the system under which motorway service areas are provided.,"AVIATION AND SHIPPING. More competition in aviation means more choice, better services and lower fares. That is why we have been pressing within the EC for full liberalisation of services."
1070012801,"AVIATION AND SHIPPING. More competition in aviation means more choice, better services and lower fares.",2,FALSE,1070012801,"Changing the system under which motorway service areas are provided. Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles.","That is why we have been pressing within the EC for full liberalisation of services. We also want to see more transatlantic flights, particularly to regional airports."
1070012811,That is why we have been pressing within the EC for full liberalisation of services.,1,FALSE,1070012811,"Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles. AVIATION AND SHIPPING. More competition in aviation means more choice, better services and lower fares.","We also want to see more transatlantic flights, particularly to regional airports. People in the regions should not have to travel to London in order to fly to the United States."
1070012821,"We also want to see more transatlantic flights, particularly to regional airports.",1,FALSE,1070012821,"AVIATION AND SHIPPING. More competition in aviation means more choice, better services and lower fares. That is why we have been pressing within the EC for full liberalisation of services.",People in the regions should not have to travel to London in order to fly to the United States. Direct flights would boost local economies and apply downward pressure on fares.
1070012831,People in the regions should not have to travel to London in order to fly to the United States.,1,FALSE,1070012831,"That is why we have been pressing within the EC for full liberalisation of services. We also want to see more transatlantic flights, particularly to regional airports.",Direct flights would boost local economies and apply downward pressure on fares. The key regional airports are still in local authority ownership.
1070012841,Direct flights would boost local economies and apply downward pressure on fares.,2,FALSE,1070012841,"We also want to see more transatlantic flights, particularly to regional airports. People in the regions should not have to travel to London in order to fly to the United States.",The key regional airports are still in local authority ownership. They should be well placed to benefit from an increase in the number of direct point-to-point flights.
1070012851,The key regional airports are still in local authority ownership.,2,FALSE,1070012851,People in the regions should not have to travel to London in order to fly to the United States. Direct flights would boost local economies and apply downward pressure on fares.,"They should be well placed to benefit from an increase in the number of direct point-to-point flights. But if they are really to grow and prosper, they need access to private capital, freed from the constraints of public ownership."
1070012861,They should be well placed to benefit from an increase in the number of direct point-to-point flights.,1,FALSE,1070012861,Direct flights would boost local economies and apply downward pressure on fares. The key regional airports are still in local authority ownership.,"But if they are really to grow and prosper, they need access to private capital, freed from the constraints of public ownership. Air safety cannot be compromised."
1070012871,"But if they are really to grow and prosper, they need access to private capital, freed from the constraints of public ownership.",2,FALSE,1070012871,The key regional airports are still in local authority ownership. They should be well placed to benefit from an increase in the number of direct point-to-point flights.,Air safety cannot be compromised. Over the next five years the Civil Aviation Authority will invest £750 million in modernising its systems.
1070012881,Air safety cannot be compromised.,1,FALSE,1070012881,"They should be well placed to benefit from an increase in the number of direct point-to-point flights. But if they are really to grow and prosper, they need access to private capital, freed from the constraints of public ownership.",Over the next five years the Civil Aviation Authority will invest £750 million in modernising its systems. More can be done to cut some of the regulatory burdens our shipping industry faces.
1070012901,More can be done to cut some of the regulatory burdens our shipping industry faces.,2,FALSE,1070012901,Air safety cannot be compromised. Over the next five years the Civil Aviation Authority will invest £750 million in modernising its systems.,We will ensure that the recommendations of the Government Industry Joint Working Party are put into effect as rapidly as possible. We will further liberalise transatlantic air services and encourage more international flights to and from regional airports.
1070012911,We will ensure that the recommendations of the Government Industry Joint Working Party are put into effect as rapidly as possible.,1,FALSE,1070012911,Over the next five years the Civil Aviation Authority will invest £750 million in modernising its systems. More can be done to cut some of the regulatory burdens our shipping industry faces.,We will further liberalise transatlantic air services and encourage more international flights to and from regional airports. We will encourage local authorities to sell their airports.
1070012921,We will further liberalise transatlantic air services and encourage more international flights to and from regional airports.,1,FALSE,1070012921,More can be done to cut some of the regulatory burdens our shipping industry faces. We will ensure that the recommendations of the Government Industry Joint Working Party are put into effect as rapidly as possible.,We will encourage local authorities to sell their airports. We will reduce airport congestion by increasing the capacity of our air traffic control.
1070012941,We will reduce airport congestion by increasing the capacity of our air traffic control.,1,FALSE,1070012941,We will further liberalise transatlantic air services and encourage more international flights to and from regional airports. We will encourage local authorities to sell their airports.,"We will continue to campaign within the EC for further liberalisation, particularly of cabotage, so that there are more commercial opportunities for British companies. LONDON'S TRANSPORT. A major programme of renewal and modernisation is transforming public transport in London - including the biggest expansion of London's rail network since the 1930s."
1070012951,"We will continue to campaign within the EC for further liberalisation, particularly of cabotage, so that there are more commercial opportunities for British companies.",2,FALSE,1070012951,We will encourage local authorities to sell their airports. We will reduce airport congestion by increasing the capacity of our air traffic control.,"LONDON'S TRANSPORT. A major programme of renewal and modernisation is transforming public transport in London - including the biggest expansion of London's rail network since the 1930s. The £750 million upgrading of the Central Line is already under way, to be followed by a similar programme on the Northern Line"
1070012961,LONDON'S TRANSPORT. A major programme of renewal and modernisation is transforming public transport in London - including the biggest expansion of London's rail network since the 1930s.,1,FALSE,1070012961,"We will reduce airport congestion by increasing the capacity of our air traffic control. We will continue to campaign within the EC for further liberalisation, particularly of cabotage, so that there are more commercial opportunities for British companies.","The £750 million upgrading of the Central Line is already under way, to be followed by a similar programme on the Northern Line the Jubilee Line extension and Crossrail will follow."
1070012981,the Jubilee Line extension and Crossrail will follow.,1,FALSE,1070012981,"LONDON'S TRANSPORT. A major programme of renewal and modernisation is transforming public transport in London - including the biggest expansion of London's rail network since the 1930s. The £750 million upgrading of the Central Line is already under way, to be followed by a similar programme on the Northern Line","London Underground is planning to invest £3,500 million over the next three years. It has introduced an ambitious Company Plan which will lead to better service, cleaner trains and more staff at stations and on platforms."
1070013001,"It has introduced an ambitious Company Plan which will lead to better service, cleaner trains and more staff at stations and on platforms.",1,FALSE,1070013001,"the Jubilee Line extension and Crossrail will follow. London Underground is planning to invest £3,500 million over the next three years.",Their new Charter will be published shortly. Responsibility for the Docklands Light Railway has been transferred to the London Docklands Development Corporation.
1070013011,Their new Charter will be published shortly.,1,FALSE,1070013011,"London Underground is planning to invest £3,500 million over the next three years. It has introduced an ambitious Company Plan which will lead to better service, cleaner trains and more staff at stations and on platforms.","Responsibility for the Docklands Light Railway has been transferred to the London Docklands Development Corporation. As its performance continues to improve, we expect to see growing private sector interest in purchasing it outright."
1070013031,"As its performance continues to improve, we expect to see growing private sector interest in purchasing it outright.",2,FALSE,1070013031,Their new Charter will be published shortly. Responsibility for the Docklands Light Railway has been transferred to the London Docklands Development Corporation.,"We will seek to privatise the Docklands Light Railway during the lifetime of the next Parliament. The new Jubilee Line is being extended to Docklands and South East London and will be followed by the East-West Crossrail, linking Paddington to Liverpool Street."
1070013041,We will seek to privatise the Docklands Light Railway during the lifetime of the next Parliament.,2,FALSE,1070013041,"Responsibility for the Docklands Light Railway has been transferred to the London Docklands Development Corporation. As its performance continues to improve, we expect to see growing private sector interest in purchasing it outright.","The new Jubilee Line is being extended to Docklands and South East London and will be followed by the East-West Crossrail, linking Paddington to Liverpool Street. The Docklands Light Railway is being extended at an eventual cost of £800 million."
1070013051,"The new Jubilee Line is being extended to Docklands and South East London and will be followed by the East-West Crossrail, linking Paddington to Liverpool Street.",1,FALSE,1070013051,"As its performance continues to improve, we expect to see growing private sector interest in purchasing it outright. We will seek to privatise the Docklands Light Railway during the lifetime of the next Parliament.",The Docklands Light Railway is being extended at an eventual cost of £800 million. London Underground's Charter will set out tougher new standards and what it will do to compensate passengers should it fail to meet those standards.
1070013061,The Docklands Light Railway is being extended at an eventual cost of £800 million.,2,FALSE,1070013061,"We will seek to privatise the Docklands Light Railway during the lifetime of the next Parliament. The new Jubilee Line is being extended to Docklands and South East London and will be followed by the East-West Crossrail, linking Paddington to Liverpool Street.","London Underground's Charter will set out tougher new standards and what it will do to compensate passengers should it fail to meet those standards. LOCAL GOVERNMENT. Local councillors - some 25,000 men and women throughout Britain - are responsible for some of our most important public services."
1070013071,London Underground's Charter will set out tougher new standards and what it will do to compensate passengers should it fail to meet those standards.,1,FALSE,1070013071,"The new Jubilee Line is being extended to Docklands and South East London and will be followed by the East-West Crossrail, linking Paddington to Liverpool Street. The Docklands Light Railway is being extended at an eventual cost of £800 million.","LOCAL GOVERNMENT. Local councillors - some 25,000 men and women throughout Britain - are responsible for some of our most important public services. Since 1979 we have sought to create an accountable local government system capable of delivering high quality local services at a price that local people are prepared to pay."
1070013081,"LOCAL GOVERNMENT. Local councillors - some 25,000 men and women throughout Britain - are responsible for some of our most important public services.",1,FALSE,1070013081,The Docklands Light Railway is being extended at an eventual cost of £800 million. London Underground's Charter will set out tougher new standards and what it will do to compensate passengers should it fail to meet those standards.,"Since 1979 we have sought to create an accountable local government system capable of delivering high quality local services at a price that local people are prepared to pay. Conservatives councils in shires, districts and cities have been at the forefront of these reforms."
1070013091,Since 1979 we have sought to create an accountable local government system capable of delivering high quality local services at a price that local people are prepared to pay.,2,FALSE,1070013091,"London Underground's Charter will set out tougher new standards and what it will do to compensate passengers should it fail to meet those standards. LOCAL GOVERNMENT. Local councillors - some 25,000 men and women throughout Britain - are responsible for some of our most important public services.","Conservatives councils in shires, districts and cities have been at the forefront of these reforms. In a responsive and efficient manner, they have demonstrated how to deliver good services at an affordable price."
1070013101,"Conservatives councils in shires, districts and cities have been at the forefront of these reforms.",1,FALSE,1070013101,"LOCAL GOVERNMENT. Local councillors - some 25,000 men and women throughout Britain - are responsible for some of our most important public services. Since 1979 we have sought to create an accountable local government system capable of delivering high quality local services at a price that local people are prepared to pay.","In a responsive and efficient manner, they have demonstrated how to deliver good services at an affordable price. Over the past 13 years, we have: held down unjustified rises in the cost of local government"
1070013111,"In a responsive and efficient manner, they have demonstrated how to deliver good services at an affordable price.",2,FALSE,1070013111,"Since 1979 we have sought to create an accountable local government system capable of delivering high quality local services at a price that local people are prepared to pay. Conservatives councils in shires, districts and cities have been at the forefront of these reforms.","Over the past 13 years, we have: held down unjustified rises in the cost of local government abolished the power of local councils to shift the burden of taxation on to local business, for the first time limiting the overall rise in business rates to no more than the rate of inflation"
1070013121,"Over the past 13 years, we have: held down unjustified rises in the cost of local government",2,FALSE,1070013121,"Conservatives councils in shires, districts and cities have been at the forefront of these reforms. In a responsive and efficient manner, they have demonstrated how to deliver good services at an affordable price.","abolished the power of local councils to shift the burden of taxation on to local business, for the first time limiting the overall rise in business rates to no more than the rate of inflation abolished an expensive and bureaucratic layer of government in London and other big cities"
1070013131,"abolished the power of local councils to shift the burden of taxation on to local business, for the first time limiting the overall rise in business rates to no more than the rate of inflation",2,FALSE,1070013131,"In a responsive and efficient manner, they have demonstrated how to deliver good services at an affordable price. Over the past 13 years, we have: held down unjustified rises in the cost of local government","abolished an expensive and bureaucratic layer of government in London and other big cities developed the local authority role from direct provider to effective enabler, encouraging many tenants to buy their own homes, allowing schools the freedom to manage their own affairs and improving the quality of local services by allowing private business to compete for contracts."
1070013141,abolished an expensive and bureaucratic layer of government in London and other big cities,2,FALSE,1070013141,"Over the past 13 years, we have: held down unjustified rises in the cost of local government abolished the power of local councils to shift the burden of taxation on to local business, for the first time limiting the overall rise in business rates to no more than the rate of inflation","developed the local authority role from direct provider to effective enabler, encouraging many tenants to buy their own homes, allowing schools the freedom to manage their own affairs and improving the quality of local services by allowing private business to compete for contracts. Labour threaten all these reforms."
1070013171,"They would 'uncap' local spending, leading to higher local and national taxes.",2,FALSE,1070013171,"developed the local authority role from direct provider to effective enabler, encouraging many tenants to buy their own homes, allowing schools the freedom to manage their own affairs and improving the quality of local services by allowing private business to compete for contracts. Labour threaten all these reforms.","They would 'uncap' business rates, threatening a return to the 1980s when the English rate poundage rose 37 per cent more than inflation. They would abolish the requirement on local authorities to seek value for money through competitive tendering."
1070013181,"They would 'uncap' business rates, threatening a return to the 1980s when the English rate poundage rose 37 per cent more than inflation.",2,FALSE,1070013181,"Labour threaten all these reforms. They would 'uncap' local spending, leading to higher local and national taxes.",They would abolish the requirement on local authorities to seek value for money through competitive tendering. They would remove the freedom of local communities to preserve their grammar schools.
1070013191,They would abolish the requirement on local authorities to seek value for money through competitive tendering.,2,FALSE,1070013191,"They would 'uncap' local spending, leading to higher local and national taxes. They would 'uncap' business rates, threatening a return to the 1980s when the English rate poundage rose 37 per cent more than inflation.",They would remove the freedom of local communities to preserve their grammar schools. They would introduce a new expensive layer of government bureaucracy at regional level.
1070013201,They would remove the freedom of local communities to preserve their grammar schools.,3,FALSE,1070013201,"They would 'uncap' business rates, threatening a return to the 1980s when the English rate poundage rose 37 per cent more than inflation. They would abolish the requirement on local authorities to seek value for money through competitive tendering.","They would introduce a new expensive layer of government bureaucracy at regional level. They would return local government finance to the bad old days of domestic rates, with unrestrained power for local councils to charge householders as much as they like."
1070013211,They would introduce a new expensive layer of government bureaucracy at regional level.,1,FALSE,1070013211,They would abolish the requirement on local authorities to seek value for money through competitive tendering. They would remove the freedom of local communities to preserve their grammar schools.,"They would return local government finance to the bad old days of domestic rates, with unrestrained power for local councils to charge householders as much as they like. And they would abolish the Audit Commission, which not only maintains the probity of local government accounting, but also pioneered the drive for better quality of service and value for money in local government."
1070013231,"And they would abolish the Audit Commission, which not only maintains the probity of local government accounting, but also pioneered the drive for better quality of service and value for money in local government.",1,FALSE,1070013231,"They would introduce a new expensive layer of government bureaucracy at regional level. They would return local government finance to the bad old days of domestic rates, with unrestrained power for local councils to charge householders as much as they like.","We now propose further reforms in the structure, finance and accountability of local government. In the meantime, we have transferred a further share of the burden of financing local services to central government."
1070013241,"We now propose further reforms in the structure, finance and accountability of local government.",1,FALSE,1070013241,"They would return local government finance to the bad old days of domestic rates, with unrestrained power for local councils to charge householders as much as they like. And they would abolish the Audit Commission, which not only maintains the probity of local government accounting, but also pioneered the drive for better quality of service and value for money in local government.","In the meantime, we have transferred a further share of the burden of financing local services to central government. Today, local community chargepayers bear only a small proportion of the cost of local councils."
1070013251,"In the meantime, we have transferred a further share of the burden of financing local services to central government.",2,FALSE,1070013251,"And they would abolish the Audit Commission, which not only maintains the probity of local government accounting, but also pioneered the drive for better quality of service and value for money in local government. We now propose further reforms in the structure, finance and accountability of local government.","Today, local community chargepayers bear only a small proportion of the cost of local councils. We will set up a commission to examine, area by area, the appropriate local government arrangements in England."
1070013261,"Today, local community chargepayers bear only a small proportion of the cost of local councils.",2,FALSE,1070013261,"We now propose further reforms in the structure, finance and accountability of local government. In the meantime, we have transferred a further share of the burden of financing local services to central government.","We will set up a commission to examine, area by area, the appropriate local government arrangements in England. Local communities will be fully consulted and their loyalties and interests will be central to the commission s task in deciding whether in any area a single tier of local government could provide better accountability and greater efficiency."
1070013271,"We will set up a commission to examine, area by area, the appropriate local government arrangements in England.",1,FALSE,1070013271,"In the meantime, we have transferred a further share of the burden of financing local services to central government. Today, local community chargepayers bear only a small proportion of the cost of local councils.",Local communities will be fully consulted and their loyalties and interests will be central to the commission s task in deciding whether in any area a single tier of local government could provide better accountability and greater efficiency. We are looking at ways in which the internal management of local authorities might become more effective.
1070013291,We are looking at ways in which the internal management of local authorities might become more effective.,1,FALSE,1070013291,"We will set up a commission to examine, area by area, the appropriate local government arrangements in England. Local communities will be fully consulted and their loyalties and interests will be central to the commission s task in deciding whether in any area a single tier of local government could provide better accountability and greater efficiency.","We are applying the principles of the Citizen's Charter to local government, requiring the publication of more information which will enable local people to judge the efficiency of their councils in providing services. We will continue to 'cap' local spending where necessary."
1070013311,We will continue to 'cap' local spending where necessary.,2,FALSE,1070013311,"We are looking at ways in which the internal management of local authorities might become more effective. We are applying the principles of the Citizen's Charter to local government, requiring the publication of more information which will enable local people to judge the efficiency of their councils in providing services.","As we announced in the Budget, no one's Uniform Business Rate will go up this year by more than the rate of inflation 4.1 per cent. And we have speeded up the benefits of revaluation for those businesses who gain from it."
1070013331,And we have speeded up the benefits of revaluation for those businesses who gain from it.,2,FALSE,1070013331,"We will continue to 'cap' local spending where necessary. As we announced in the Budget, no one's Uniform Business Rate will go up this year by more than the rate of inflation 4.1 per cent.","In future years, we will maintain our pledge to prevent UBR poundage rising by more than inflation. We will replace the Community Charge with a new Council Tax in April 1993."
1070013341,"In future years, we will maintain our pledge to prevent UBR poundage rising by more than inflation.",2,FALSE,1070013341,"As we announced in the Budget, no one's Uniform Business Rate will go up this year by more than the rate of inflation 4.1 per cent. And we have speeded up the benefits of revaluation for those businesses who gain from it.",We will replace the Community Charge with a new Council Tax in April 1993. The Council Tax will be simple and straightforward to administer.
1070013361,The Council Tax will be simple and straightforward to administer.,2,FALSE,1070013361,"In future years, we will maintain our pledge to prevent UBR poundage rising by more than inflation. We will replace the Community Charge with a new Council Tax in April 1993.","It will be fair and will rightly reflect both the value of the property and the number of adults who live in it. Single householders, who suffered under the rates, will receive a 25 per cent discount."
1070013371,It will be fair and will rightly reflect both the value of the property and the number of adults who live in it.,1,FALSE,1070013371,We will replace the Community Charge with a new Council Tax in April 1993. The Council Tax will be simple and straightforward to administer.,"Single householders, who suffered under the rates, will receive a 25 per cent discount. By grouping properties into a limited number of bands, the Council Tax also avoids the punitive bills which would be imposed by an unfettered rating system of the kind proposed by Labour."
1070013381,"Single householders, who suffered under the rates, will receive a 25 per cent discount.",2,FALSE,1070013381,The Council Tax will be simple and straightforward to administer. It will be fair and will rightly reflect both the value of the property and the number of adults who live in it.,"By grouping properties into a limited number of bands, the Council Tax also avoids the punitive bills which would be imposed by an unfettered rating system of the kind proposed by Labour. Students and people on low incomes will not have to pay."
1070013391,"By grouping properties into a limited number of bands, the Council Tax also avoids the punitive bills which would be imposed by an unfettered rating system of the kind proposed by Labour.",2,FALSE,1070013391,"It will be fair and will rightly reflect both the value of the property and the number of adults who live in it. Single householders, who suffered under the rates, will receive a 25 per cent discount.",Students and people on low incomes will not have to pay. CITIES. We take pride in our cities.
1070013401,Students and people on low incomes will not have to pay.,2,FALSE,1070013401,"Single householders, who suffered under the rates, will receive a 25 per cent discount. By grouping properties into a limited number of bands, the Council Tax also avoids the punitive bills which would be imposed by an unfettered rating system of the kind proposed by Labour.",CITIES. We take pride in our cities. Right across Britain they have been given a new lease of life.
1070013411,CITIES. We take pride in our cities.,1,FALSE,1070013411,"By grouping properties into a limited number of bands, the Council Tax also avoids the punitive bills which would be imposed by an unfettered rating system of the kind proposed by Labour. Students and people on low incomes will not have to pay.",Right across Britain they have been given a new lease of life. From London to Glasgow
